neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,log_price
Manhattan,Upper East Side,Entire home/apt,183.0,30,1,0.05,94,365,0,657.0,5.214936
Manhattan,East Harlem,Entire home/apt,156.0,30,1,0.56,2,365,1,53.0,5.056246
Staten Island,Midland Beach,Private room,50.0,30,4,0.18,9,304,1,159.0,3.9318256
Manhattan,Upper West Side,Entire home/apt,218.0,30,7,0.31,3,279,4,65.0,5.389072
Brooklyn,Crown Heights,Private room,161.0,1,122,5.03,1,294,54,6.0,5.0875964
Staten Island,Midland Beach,Entire home/apt,150.0,30,3,0.12,1,310,0,713.0,5.0172796
Manhattan,East Village,Entire home/apt,599.0,30,16,0.62,1,365,0,606.0,6.3969297
Brooklyn,Williamsburg,Entire home/apt,142.0,30,3,0.27,3,227,3,35.0,4.962845
Manhattan,Chelsea,Entire home/apt,425.0,30,0,0.47,26,253,0,167.0,6.0544395
Queens,Long Island City,Entire home/apt,264.0,30,0,0.47,1,269,0,167.0,5.57973
Manhattan,Upper East Side,Entire home/apt,271.0,30,7,0.41,239,302,4,81.0,5.605802
Manhattan,Hell's Kitchen,Entire home/apt,227.0,30,1,0.08,239,342,0,391.0,5.4293456
Manhattan,Hell's Kitchen,Entire home/apt,216.0,30,3,0.13,239,356,0,504.0,5.379897
Manhattan,Gramercy,Entire home/apt,129.0,1,47,2.65,34,80,33,44.0,4.8675346
Queens,Ozone Park,Private room,1000.0,1,85,3.5,3,365,30,167.0,6.908755
Manhattan,Harlem,Entire home/apt,70.0,180,1,0.19,1,208,1,155.0,4.26268
Bronx,Soundview,Private room,37.0,30,2,0.18,2,331,2,241.0,3.637586
Brooklyn,Greenpoint,Private room,285.0,30,0,0.47,1,268,0,167.0,5.655992
Brooklyn,Williamsburg,Private room,69.0,30,0,0.47,1,267,0,167.0,4.248495
Brooklyn,Fort Greene,Private room,63.0,30,0,0.47,6,361,0,167.0,4.158883
Brooklyn,Fort Greene,Private room,64.0,30,2,0.16,6,364,1,273.0,4.1743875
Brooklyn,Fort Greene,Private room,64.0,30,1,0.09,6,364,1,339.0,4.1743875
Manhattan,Lower East Side,Entire home/apt,1019.0,1,112,4.57,4,291,40,5.0,6.927558
Bronx,Schuylerville,Private room,68.0,30,0,0.47,1,365,0,167.0,4.2341065
Staten Island,South Beach,Private room,67.0,30,0,0.47,1,365,0,167.0,4.2195077
Bronx,Claremont Village,Private room,89.0,30,3,0.12,1,269,0,712.0,4.4998097
Manhattan,West Village,Entire home/apt,238.0,31,0,0.47,1087,365,0,167.0,5.476464
Queens,Kew Gardens,Entire home/apt,92.0,30,0,0.47,1,365,0,167.0,4.5325994
Staten Island,Bull's Head,Entire home/apt,200.0,30,5,0.21,1,358,0,395.0,5.303305
Brooklyn,Prospect-Lefferts Gardens,Private room,95.0,30,2,0.23,25,350,2,153.0,4.564348
Queens,Woodside,Private room,65.0,30,0,0.47,254,55,0,167.0,4.189655
Queens,Woodside,Private room,54.0,30,1,0.27,254,59,1,109.0,4.0073333
Queens,Woodside,Private room,52.0,30,0,0.47,215,59,0,167.0,3.9702919
Queens,Woodside,Private room,50.0,30,4,0.23,254,59,2,207.0,3.9318256
Queens,Woodside,Private room,50.0,30,3,0.14,215,60,1,244.0,3.9318256
Queens,Woodside,Private room,50.0,30,2,0.08,254,31,0,651.0,3.9318256
Queens,East Elmhurst,Shared room,190.0,30,3,0.13,1,87,0,577.0,5.2522736
Staten Island,South Beach,Entire home/apt,142.0,1,56,3.02,1,15,36,24.0,4.962845
Queens,St. Albans,Private room,89.0,1,232,9.73,2,350,145,11.0,4.4998097
Brooklyn,Bedford-Stuyvesant,Entire home/apt,258.0,2,80,3.27,3,203,30,9.0,5.556828
Manhattan,Midtown,Entire home/apt,115.0,30,7,0.3,42,326,1,236.0,4.75359
Bronx,Highbridge,Entire home/apt,52.0,30,8,0.39,1,173,3,73.0,3.9702919
Manhattan,Chelsea,Entire home/apt,150.0,30,1,0.07,61,354,0,414.0,5.0172796
Manhattan,West Village,Entire home/apt,290.0,30,0,0.47,1,288,0,167.0,5.673323
Brooklyn,Cypress Hills,Entire home/apt,114.0,30,13,0.53,1,76,0,606.0,4.744932
Manhattan,Chelsea,Entire home/apt,167.0,30,2,0.71,7,359,2,52.0,5.123964
Manhattan,Harlem,Private room,55.0,31,0,0.47,2,364,0,167.0,4.0253515
Brooklyn,Kensington,Private room,68.0,10,4,0.3,1,219,3,34.0,4.2341065
Manhattan,Financial District,Private room,227.0,1,4,0.2,8,287,2,160.0,5.4293456
Manhattan,Financial District,Private room,207.0,1,68,2.82,8,269,44,26.0,5.3375382
Manhattan,Financial District,Private room,237.0,1,55,2.24,8,288,6,163.0,5.4722705
Manhattan,Financial District,Private room,307.0,1,2,0.14,8,119,1,363.0,5.7300997
Manhattan,Financial District,Private room,327.0,1,67,2.77,8,74,33,26.0,5.7930136
Manhattan,Financial District,Private room,287.0,1,0,0.47,8,124,0,167.0,5.6629605
Manhattan,Hell's Kitchen,Private room,99.0,30,0,0.47,12,363,0,167.0,4.6051702
Manhattan,Hell's Kitchen,Private room,90.0,30,0,0.47,12,363,0,167.0,4.5108595
Manhattan,Hell's Kitchen,Private room,113.0,30,0,0.47,12,363,0,167.0,4.7361984
Manhattan,West Village,Entire home/apt,249.0,30,6,0.27,7,288,2,280.0,5.521461
Manhattan,Hell's Kitchen,Private room,86.0,30,0,0.47,12,364,0,167.0,4.465908
Manhattan,Hell's Kitchen,Private room,108.0,30,1,0.04,12,364,0,713.0,4.691348
Brooklyn,Bergen Beach,Entire home/apt,450.0,30,1,0.04,1,365,0,678.0,6.1114674
Brooklyn,Flatlands,Entire home/apt,81.0,30,28,1.12,1,215,4,148.0,4.406719
Manhattan,East Harlem,Private room,79.0,30,0,0.47,2,334,0,167.0,4.3820267
Brooklyn,Bushwick,Private room,159.0,2,70,4.06,1,229,40,5.0,5.075174
Manhattan,West Village,Entire home/apt,438.0,2,8,0.38,2,268,1,117.0,6.0844994
Brooklyn,Williamsburg,Entire home/apt,210.0,30,1,0.04,1,252,0,671.0,5.351858
Manhattan,Hell's Kitchen,Entire home/apt,233.0,30,0,0.47,239,97,0,167.0,5.4553213
Brooklyn,Bedford-Stuyvesant,Private room,100.0,30,5,0.24,9,151,3,251.0,4.6151204
Brooklyn,Bedford-Stuyvesant,Private room,90.0,30,4,0.18,9,270,1,272.0,4.5108595
Staten Island,Dongan Hills,Entire home/apt,200.0,30,1,0.07,6,180,0,399.0,5.303305
Manhattan,East Village,Entire home/apt,763.0,31,1,0.09,1087,217,1,333.0,6.638568
Manhattan,Upper West Side,Private room,180.0,30,1,0.05,1,365,0,637.0,5.198497
Brooklyn,Bedford-Stuyvesant,Entire home/apt,131.0,30,7,0.29,1,99,4,82.0,4.882802
Brooklyn,Downtown Brooklyn,Private room,175.0,30,0,0.47,1,358,0,167.0,5.170484
Brooklyn,Bedford-Stuyvesant,Entire home/apt,167.0,30,3,0.33,1,244,3,189.0,5.123964
Brooklyn,Bushwick,Private room,270.0,1,116,4.93,2,287,57,10.0,5.602119
Manhattan,Hell's Kitchen,Private room,247.0,1,170,7.79,2,268,119,1.0,5.5134287
Queens,Long Island City,Entire home/apt,199.0,30,0,0.47,2,356,0,167.0,5.2983174
Brooklyn,Williamsburg,Entire home/apt,150.0,30,0,0.47,1,364,0,167.0,5.0172796
Brooklyn,Bushwick,Entire home/apt,157.0,30,0,0.47,1,270,0,167.0,5.062595
Brooklyn,Crown Heights,Entire home/apt,273.0,30,5,0.21,3,194,2,91.0,5.613128
Staten Island,Great Kills,Private room,200.0,30,0,0.47,1,269,0,167.0,5.303305
Bronx,Unionport,Entire home/apt,141.0,30,8,0.32,2,364,0,629.0,4.955827
Manhattan,East Village,Entire home/apt,578.0,31,0,0.47,1087,86,0,167.0,6.3613024
Manhattan,East Village,Entire home/apt,553.0,31,0,0.47,1087,349,0,167.0,6.317165
Brooklyn,Clinton Hill,Entire home/apt,325.0,30,4,0.29,4,19,3,65.0,5.786897
Manhattan,Lower East Side,Entire home/apt,211.0,30,3,0.14,85,352,1,239.0,5.3565865
Manhattan,Hell's Kitchen,Entire home/apt,203.0,30,1,0.05,85,365,0,635.0,5.31812
Manhattan,Upper West Side,Entire home/apt,360.0,30,0,0.47,1,365,0,167.0,5.888878
Brooklyn,Williamsburg,Entire home/apt,200.0,30,3,0.13,1,123,0,489.0,5.303305
Brooklyn,Canarsie,Private room,104.0,2,64,2.59,2,365,24,34.0,4.65396
Manhattan,Little Italy,Entire home/apt,201.0,30,6,0.26,2,340,1,216.0,5.3082676
Manhattan,Hell's Kitchen,Entire home/apt,277.0,3,69,3.04,1,95,35,33.0,5.627621
Queens,Jamaica,Private room,64.0,30,80,3.15,4,3,3,31.0,4.1743875
Brooklyn,Bedford-Stuyvesant,Private room,70.0,30,26,1.02,10,120,0,614.0,4.26268
Brooklyn,Williamsburg,Entire home/apt,176.0,30,2,0.08,1,264,1,336.0,5.17615
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120.0,30,0,0.47,1,364,0,167.0,4.7957907
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,124.0,30,12,0.48,2,346,1,62.0,4.828314
Staten Island,Clifton,Private room,220.0,2,74,2.93,1,151,49,6.0,5.398163
Brooklyn,Flatbush,Private room,41.0,30,0,0.47,598,269,0,167.0,3.7376697
Brooklyn,Flatbush,Private room,42.0,30,0,0.47,598,304,0,167.0,3.7612002
Brooklyn,Flatbush,Private room,41.0,30,0,0.47,598,269,0,167.0,3.7376697
Manhattan,Chelsea,Entire home/apt,86.0,30,4,0.18,1,236,1,6.0,4.465908
Bronx,Mott Haven,Private room,98.0,30,14,0.56,1,269,0,645.0,4.59512
Manhattan,Lower East Side,Entire home/apt,122.0,30,7,0.31,1,136,5,28.0,4.8121843
Manhattan,East Harlem,Private room,64.0,30,0,0.47,2,364,0,167.0,4.1743875
Queens,Rosedale,Entire home/apt,2250.0,30,3,0.12,2,270,0,726.0,7.71913
Manhattan,Upper East Side,Entire home/apt,429.0,31,1,0.18,1087,306,1,167.0,6.063785
Manhattan,Upper East Side,Entire home/apt,446.0,31,0,0.47,1087,157,0,167.0,6.1025586
Manhattan,Upper West Side,Entire home/apt,810.0,31,0,0.47,1087,33,0,167.0,6.698268
Manhattan,Upper West Side,Entire home/apt,558.0,31,0,0.47,1087,288,0,167.0,6.3261495
Manhattan,Nolita,Entire home/apt,507.0,31,0,0.47,1087,355,0,167.0,6.2304816
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140.0,30,0,0.47,1,131,0,167.0,4.94876
Brooklyn,Prospect Heights,Private room,247.0,30,0,0.47,1,365,0,167.0,5.5134287
Brooklyn,Crown Heights,Entire home/apt,127.0,30,5,0.31,3,227,1,112.0,4.8520303
Queens,Jackson Heights,Private room,447.0,30,7,0.3,1,240,0,663.0,6.104793
Manhattan,Chelsea,Entire home/apt,342.0,5,35,1.76,2,124,17,43.0,5.8377304
Queens,Queens Village,Entire home/apt,65.0,30,4,0.18,2,271,0,366.0,4.189655
Brooklyn,Windsor Terrace,Entire home/apt,304.0,2,80,3.24,1,208,60,14.0,5.7203116
Queens,Sunnyside,Entire home/apt,128.0,30,4,0.19,162,364,0,441.0,4.8598123
Manhattan,Harlem,Entire home/apt,168.0,3,32,1.42,10,338,12,13.0,5.1298985
Manhattan,Midtown,Entire home/apt,257.0,30,6,0.26,2,365,0,634.0,5.5529594
Queens,Long Island City,Private room,100.0,30,17,0.7,1,270,0,638.0,4.6151204
Brooklyn,Prospect-Lefferts Gardens,Private room,49.0,30,3,0.27,3,124,3,157.0,3.912023
Manhattan,East Harlem,Entire home/apt,173.0,30,2,0.15,2,350,1,335.0,5.159055
Manhattan,Lower East Side,Entire home/apt,497.0,30,1,0.05,1,300,0,657.0,6.2106
Manhattan,West Village,Entire home/apt,675.0,30,1,0.14,86,157,1,214.0,6.516193
Manhattan,Hell's Kitchen,Entire home/apt,53.0,30,3,0.55,175,196,3,62.0,3.988984
Manhattan,Little Italy,Entire home/apt,180.0,30,2,0.2,183,195,2,125.0,5.198497
Manhattan,East Village,Entire home/apt,288.0,30,5,0.36,1,365,4,20.0,5.6664267
Brooklyn,Crown Heights,Entire home/apt,281.0,2,55,2.76,6,111,31,15.0,5.641907
Brooklyn,Prospect-Lefferts Gardens,Private room,125.0,1,52,2.23,3,362,33,59.0,4.836282
Manhattan,Chelsea,Private room,286.0,1,157,6.5,2,109,73,1.0,5.659482
Staten Island,Randall Manor,Private room,108.0,1,198,7.87,1,288,83,15.0,4.691348
Queens,Jamaica,Entire home/apt,123.0,30,14,0.56,1,161,0,522.0,4.8202815
Brooklyn,Bedford-Stuyvesant,Private room,235.0,30,7,0.28,1,89,0,677.0,5.463832
Brooklyn,Flatbush,Private room,168.0,2,23,6.63,1,226,23,6.0,5.1298985
Manhattan,Upper East Side,Entire home/apt,232.0,30,1,0.32,239,272,1,94.0,5.4510384
Manhattan,Harlem,Private room,64.0,30,9,0.39,1,285,6,76.0,4.1743875
Manhattan,Kips Bay,Entire home/apt,150.0,31,5,0.21,1,252,4,124.0,5.0172796
Brooklyn,Crown Heights,Entire home/apt,119.0,30,0,0.47,3,336,0,167.0,4.787492
Manhattan,Financial District,Entire home/apt,120.0,30,1,0.04,1,42,0,703.0,4.7957907
Manhattan,Midtown,Entire home/apt,348.0,30,0,0.47,164,357,0,167.0,5.855072
Brooklyn,Bedford-Stuyvesant,Private room,135.0,1,91,4.02,1,114,41,8.0,4.912655
Queens,Ozone Park,Private room,80.0,30,0,0.47,1,365,0,167.0,4.394449
Manhattan,Midtown,Entire home/apt,125.0,30,6,0.4,4,249,5,91.0,4.836282
Brooklyn,Carroll Gardens,Entire home/apt,125.0,30,11,0.49,2,106,5,78.0,4.836282
Brooklyn,Williamsburg,Entire home/apt,241.0,30,4,0.29,7,272,3,30.0,5.488938
Manhattan,Kips Bay,Entire home/apt,175.0,30,3,0.33,16,305,3,86.0,5.170484
Manhattan,Kips Bay,Entire home/apt,253.0,30,0,0.47,13,239,0,167.0,5.5373344
Manhattan,Upper West Side,Entire home/apt,260.0,30,0,0.47,13,179,0,167.0,5.5645204
Manhattan,Gramercy,Entire home/apt,106.0,1,59,2.54,34,56,37,20.0,4.6728287
Manhattan,East Village,Entire home/apt,143.0,30,2,0.12,1,121,0,366.0,4.9698133
Brooklyn,East New York,Entire home/apt,114.0,30,0,0.47,3,363,0,167.0,4.744932
Queens,Corona,Shared room,52.0,1,33,1.4,3,357,11,61.0,3.9702919
Queens,Laurelton,Entire home/apt,207.0,30,3,0.18,3,168,2,57.0,5.3375382
Manhattan,Chinatown,Private room,278.0,30,96,3.96,1,260,44,19.0,5.6312118
Bronx,Kingsbridge,Private room,33.0,30,4,0.21,2,64,0,471.0,3.5263605
Brooklyn,East New York,Private room,100.0,1,161,8.01,4,229,93,4.0,4.6151204
Manhattan,Upper East Side,Entire home/apt,335.0,30,6,0.31,31,267,3,43.0,5.817111
Manhattan,Greenwich Village,Entire home/apt,269.0,30,1,0.05,86,110,0,610.0,5.598422
Manhattan,Hell's Kitchen,Entire home/apt,225.0,30,2,0.14,1,365,0,381.0,5.420535
Manhattan,Upper East Side,Entire home/apt,275.0,30,3,0.13,31,265,1,230.0,5.620401
Brooklyn,Bushwick,Private room,81.0,30,1,0.05,3,90,0,607.0,4.406719
Manhattan,Upper West Side,Entire home/apt,260.0,30,1,0.06,10,210,0,521.0,5.5645204
Manhattan,Inwood,Private room,48.0,30,0,0.47,215,29,0,167.0,3.8918204
Queens,Woodside,Private room,50.0,30,0,0.47,254,29,0,167.0,3.9318256
Manhattan,East Village,Private room,130.0,30,2,0.18,2,211,2,242.0,4.8751974
Manhattan,Nolita,Entire home/apt,142.0,30,0,0.47,4,269,0,167.0,4.962845
Brooklyn,Bushwick,Entire home/apt,110.0,30,0,0.47,1,267,0,167.0,4.7095304
Brooklyn,East Flatbush,Private room,111.0,30,11,0.45,3,365,0,643.0,4.7184987
Manhattan,Midtown,Entire home/apt,641.0,3,0,0.47,2,269,0,167.0,6.464588
Manhattan,Lower East Side,Entire home/apt,200.0,30,0,0.47,2,137,0,167.0,5.303305
Bronx,Highbridge,Private room,45.0,30,6,0.27,1,177,1,280.0,3.8286414
Manhattan,Harlem,Private room,86.0,30,1,0.04,2,365,0,731.0,4.465908
Brooklyn,Cypress Hills,Private room,71.0,1,64,2.54,6,158,34,13.0,4.276666
Brooklyn,Bushwick,Private room,57.0,30,0,0.47,598,302,0,167.0,4.060443
Brooklyn,Bushwick,Private room,47.0,30,0,0.47,598,364,0,167.0,3.871201
Brooklyn,Bushwick,Private room,53.0,30,0,0.47,598,269,0,167.0,3.988984
Brooklyn,Bushwick,Private room,43.0,30,0,0.47,598,271,0,167.0,3.7841897
Brooklyn,Bushwick,Private room,44.0,30,0,0.47,598,89,0,167.0,3.8066626
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200.0,30,0,0.47,1,87,0,167.0,5.303305
Queens,Arverne,Private room,955.0,30,0,0.47,3,365,0,167.0,6.862758
Brooklyn,Flatbush,Private room,87.0,30,0,0.47,1,269,0,167.0,4.477337
Manhattan,East Village,Entire home/apt,162.0,30,3,0.15,1,275,0,447.0,5.09375
Manhattan,Hell's Kitchen,Entire home/apt,321.0,30,0,0.47,2,123,0,167.0,5.7745514
Manhattan,East Village,Entire home/apt,523.0,31,0,0.47,1087,254,0,167.0,6.261492
Manhattan,Washington Heights,Private room,59.0,30,0,0.47,1,191,0,167.0,4.0943446
Manhattan,West Village,Entire home/apt,718.0,180,0,0.47,86,165,0,167.0,6.5778613
Manhattan,West Village,Entire home/apt,299.0,180,0,0.47,86,6,0,167.0,5.7037826
Manhattan,Lower East Side,Private room,99.0,30,0,0.47,6,269,0,167.0,4.6051702
Brooklyn,Crown Heights,Entire home/apt,230.0,160,2,0.1,1,183,0,488.0,5.4424176
Brooklyn,Bushwick,Private room,63.0,3,42,1.72,8,219,31,7.0,4.158883
Brooklyn,Crown Heights,Entire home/apt,102.0,30,7,0.31,2,183,3,55.0,4.634729
Queens,Jamaica,Private room,42.0,30,5,0.22,9,157,2,280.0,3.7612002
Brooklyn,Bedford-Stuyvesant,Private room,59.0,30,2,0.1,6,274,1,307.0,4.0943446
Brooklyn,Williamsburg,Private room,71.0,30,4,0.16,2,69,0,707.0,4.276666
Manhattan,Hell's Kitchen,Entire home/apt,194.0,30,0,0.47,239,239,0,167.0,5.273
Manhattan,Greenwich Village,Shared room,963.0,1,22,1.63,1,98,20,21.0,6.8710914
Manhattan,Midtown,Entire home/apt,129.0,30,6,0.35,140,337,3,104.0,4.8675346
Manhattan,Upper East Side,Entire home/apt,121.0,30,7,0.41,140,245,4,95.0,4.804021
Manhattan,Upper East Side,Entire home/apt,305.0,30,1,0.19,239,226,1,155.0,5.723585
Brooklyn,Williamsburg,Entire home/apt,300.0,30,4,0.29,1,339,3,60.0,5.7071104
Queens,Jamaica,Private room,50.0,30,9,0.36,2,364,0,671.0,3.9318256
Manhattan,East Harlem,Entire home/apt,746.0,3,91,3.62,1,320,39,28.0,6.616065
Brooklyn,Bushwick,Entire home/apt,99.0,30,3,0.12,1,364,1,288.0,4.6051702
Brooklyn,Crown Heights,Private room,120.0,30,0,0.47,1,270,0,167.0,4.7957907
Manhattan,Midtown,Private room,279.0,3,43,1.71,1,52,11,77.0,5.6347895
Manhattan,Harlem,Private room,47.0,30,3,0.44,3,123,3,1.0,3.871201
Brooklyn,East Flatbush,Private room,111.0,30,13,0.52,3,269,0,645.0,4.7184987
Manhattan,Harlem,Private room,55.0,30,1,0.05,3,29,0,630.0,4.0253515
Manhattan,Harlem,Private room,48.0,30,2,0.09,3,215,1,237.0,3.8918204
Staten Island,South Beach,Entire home/apt,110.0,30,6,0.31,6,180,5,124.0,4.7095304
Manhattan,Upper East Side,Entire home/apt,571.0,31,0,0.47,1087,165,0,167.0,6.349139
Manhattan,Washington Heights,Entire home/apt,80.0,30,11,0.49,3,253,7,11.0,4.394449
Manhattan,Hell's Kitchen,Private room,67.0,30,3,0.13,1,214,1,355.0,4.2195077
Manhattan,Chelsea,Entire home/apt,583.0,4,83,3.42,2,303,38,10.0,6.369901
Queens,Maspeth,Private room,134.0,2,59,2.58,1,361,29,14.0,4.905275
Brooklyn,East New York,Private room,197.0,2,61,2.46,2,207,33,33.0,5.288267
Queens,Sunnyside,Entire home/apt,193.0,30,0,0.47,7,365,0,167.0,5.267858
Manhattan,Harlem,Private room,71.0,30,0,0.47,1,269,0,167.0,4.276666
Brooklyn,Carroll Gardens,Private room,228.0,2,77,3.33,2,275,46,13.0,5.433722
Staten Island,Randall Manor,Entire home/apt,170.0,30,0,0.47,1,306,0,167.0,5.1416636
Manhattan,Financial District,Entire home/apt,309.0,30,2,0.08,2,0,0,693.0,5.7365723
Bronx,Van Nest,Private room,95.0,2,19,1.25,2,180,14,55.0,4.564348
Manhattan,East Village,Entire home/apt,499.0,31,0,0.47,1087,210,0,167.0,6.214608
Manhattan,Upper East Side,Entire home/apt,150.0,30,3,0.25,1,199,2,229.0,5.0172796
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,187.0,1,7,2.14,1,14,7,42.0,5.236442
Manhattan,Midtown,Entire home/apt,151.0,30,2,0.45,140,289,2,96.0,5.0238805
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,303.0,3,57,2.36,2,161,31,34.0,5.7170277
Brooklyn,Crown Heights,Entire home/apt,106.0,30,9,0.38,1,274,2,6.0,4.6728287
Manhattan,Hell's Kitchen,Private room,233.0,30,2,0.09,1,270,0,691.0,5.4553213
Brooklyn,East New York,Entire home/apt,135.0,30,3,0.13,1,365,0,664.0,4.912655
Manhattan,Midtown,Entire home/apt,351.0,1,27,1.16,3,231,12,72.0,5.8636312
Brooklyn,Bushwick,Entire home/apt,158.0,30,3,0.13,2,336,1,244.0,5.0689044
Queens,Richmond Hill,Entire home/apt,102.0,30,15,0.61,7,214,1,29.0,4.634729
Manhattan,Greenwich Village,Entire home/apt,382.0,30,0,0.47,164,313,0,167.0,5.9480352
Bronx,Tremont,Private room,222.0,1,1,0.09,1,365,1,334.0,5.4071717
Manhattan,Hell's Kitchen,Entire home/apt,362.0,2,54,2.21,4,200,52,1.0,5.894403
Brooklyn,Bushwick,Private room,95.0,1,101,4.12,4,362,65,10.0,4.564348
Brooklyn,East Flatbush,Private room,111.0,30,7,0.29,3,365,0,660.0,4.7184987
Manhattan,Gramercy,Entire home/apt,145.0,1,57,3.11,34,51,36,20.0,4.983607
Manhattan,Financial District,Entire home/apt,211.0,30,1,0.05,1,365,0,663.0,5.3565865
Brooklyn,Fort Greene,Private room,186.0,2,72,3.03,1,315,38,5.0,5.2311087
Brooklyn,Williamsburg,Private room,70.0,30,7,0.33,4,295,5,122.0,4.26268
Brooklyn,Williamsburg,Private room,68.0,30,7,0.33,4,295,5,109.0,4.2341065
Brooklyn,Fort Greene,Entire home/apt,173.0,30,0,0.47,6,364,0,167.0,5.159055
Manhattan,Nolita,Entire home/apt,285.0,31,0,0.47,2,269,0,167.0,5.655992
Bronx,Mount Hope,Entire home/apt,72.0,30,3,0.14,1,363,2,80.0,4.2904596
Brooklyn,Bushwick,Private room,135.0,30,0,0.47,1,89,0,167.0,4.912655
Queens,Corona,Shared room,54.0,1,38,1.56,3,357,18,4.0,4.0073333
Manhattan,Lower East Side,Entire home/apt,140.0,30,5,0.22,5,176,3,268.0,4.94876
Brooklyn,Bedford-Stuyvesant,Private room,90.0,30,0,0.47,2,269,0,167.0,4.5108595
Manhattan,Midtown,Entire home/apt,334.0,30,0,0.47,2,365,0,167.0,5.814131
Brooklyn,East New York,Entire home/apt,60.0,30,7,0.31,2,212,3,44.0,4.1108737
Brooklyn,East Flatbush,Entire home/apt,128.0,30,0,0.47,1,179,0,167.0,4.8598123
Queens,Queens Village,Entire home/apt,132.0,30,2,0.08,3,270,1,105.0,4.890349
Brooklyn,Flatbush,Entire home/apt,172.0,30,10,0.45,1,175,6,78.0,5.1532917
Queens,Elmhurst,Private room,65.0,30,3,0.16,162,0,0,403.0,4.189655
Brooklyn,Bushwick,Entire home/apt,79.0,30,2,0.14,4,123,1,313.0,4.3820267
Brooklyn,Bushwick,Private room,45.0,30,0,0.47,598,302,0,167.0,3.8286414
Brooklyn,Bedford-Stuyvesant,Private room,48.0,30,0,0.47,598,363,0,167.0,3.8918204
Manhattan,Midtown,Entire home/apt,151.0,30,1,0.17,140,335,1,174.0,5.0238805
Manhattan,Midtown,Entire home/apt,151.0,30,0,0.47,140,262,0,167.0,5.0238805
Manhattan,Midtown,Entire home/apt,158.0,30,3,0.54,140,276,3,85.0,5.0689044
Manhattan,Midtown,Entire home/apt,158.0,30,2,0.28,140,225,2,146.0,5.0689044
Manhattan,Harlem,Private room,95.0,4,83,3.57,3,160,51,19.0,4.564348
Manhattan,Midtown,Entire home/apt,158.0,30,1,0.15,140,231,1,203.0,5.0689044
Manhattan,Midtown,Entire home/apt,158.0,30,1,0.35,140,231,1,85.0,5.0689044
Manhattan,Midtown,Entire home/apt,158.0,30,1,0.25,140,87,1,118.0,5.0689044
Manhattan,Midtown,Entire home/apt,155.0,30,0,0.47,140,330,0,167.0,5.049856
Manhattan,Midtown,Entire home/apt,155.0,30,1,0.43,140,214,1,68.0,5.049856
Manhattan,Midtown,Entire home/apt,155.0,30,1,0.19,140,252,1,155.0,5.049856
Manhattan,Midtown,Entire home/apt,170.0,30,2,0.79,140,248,2,33.0,5.1416636
Manhattan,Midtown,Entire home/apt,155.0,30,1,0.22,140,289,1,135.0,5.049856
Manhattan,Midtown,Entire home/apt,148.0,30,3,0.46,140,281,3,131.0,5.0039463
Manhattan,Midtown,Entire home/apt,148.0,30,5,0.7,140,297,5,85.0,5.0039463
Manhattan,Midtown,Entire home/apt,148.0,30,1,0.24,140,335,1,124.0,5.0039463
Manhattan,Midtown,Entire home/apt,148.0,30,0,0.47,140,317,0,167.0,5.0039463
Brooklyn,Williamsburg,Private room,386.0,1,5,0.21,32,360,0,637.0,5.9584246
Manhattan,Upper West Side,Entire home/apt,185.0,30,0,0.47,1,156,0,167.0,5.2257466
Queens,Springfield Gardens,Entire home/apt,125.0,30,3,0.13,1,257,1,176.0,4.836282
Manhattan,Hell's Kitchen,Private room,112.0,30,0,0.47,1,179,0,167.0,4.727388
Manhattan,East Village,Entire home/apt,750.0,30,1,0.91,1,263,1,32.0,6.6214056
Staten Island,Rossville,Entire home/apt,100.0,30,1,0.26,1,257,1,112.0,4.6151204
Manhattan,Midtown,Entire home/apt,2016.0,2,26,1.26,9,303,21,7.0,7.6093664
Bronx,University Heights,Private room,50.0,30,3,0.15,2,244,2,325.0,3.9318256
Manhattan,Upper East Side,Private room,147.0,30,0,0.47,1,365,0,167.0,4.9972124
Manhattan,Theater District,Private room,139.0,30,0,0.47,1,263,0,167.0,4.9416423
Manhattan,Harlem,Private room,93.0,4,50,2.43,3,124,33,20.0,4.543295
Manhattan,Hell's Kitchen,Entire home/apt,169.0,3,66,2.77,3,245,33,3.0,5.1357985
Manhattan,Harlem,Private room,300.0,3,78,3.45,1,290,47,14.0,5.7071104
Brooklyn,Flatlands,Entire home/apt,423.0,30,0,0.47,1,365,0,167.0,6.0497336
Manhattan,Upper West Side,Private room,100.0,30,0,0.47,1,269,0,167.0,4.6151204
Bronx,Schuylerville,Entire home/apt,138.0,30,1,0.77,2,362,1,37.0,4.934474
Queens,College Point,Private room,45.0,30,2,0.15,2,364,0,366.0,3.8286414
Manhattan,Midtown,Entire home/apt,147.0,30,1,0.09,33,252,1,336.0,4.9972124
